iter	RMSE
671	0.1854287001
672	0.185153039
673	0.1848424563
674	0.1845944743
675	0.1842903655
676	0.1840103369
677	0.1836480363
678	0.1834148222
679	0.183114229
680	0.1827348468
681	0.1825338421
682	0.1821775574
683	0.1819016798
684	0.1816423014
685	0.1813249106
686	0.1811844928
687	0.1810161274
688	0.1807458427
689	0.1804726636
690	0.1801867793
691	0.1799801548
692	0.1797602281
693	0.1794498115
694	0.1792244907
695	0.1789596192
696	0.1786149509
697	0.178427926
698	0.1781825522
699	0.1778901054
700	0.1776490665
701	0.177433437
702	0.177236597
703	0.1770985436
704	0.176866715
705	0.1765400601
706	0.1762287071
707	0.1759781371
708	0.1757558404
709	0.1754639356
710	0.1751553591
711	0.1749841216
712	0.1747087837
713	0.1745429223
714	0.1742880713
715	0.1740542359
716	0.1738649816
717	0.1736843671
718	0.1735560659
719	0.1732939198
720	0.1729664551
721	0.1727150538
722	0.1724213535
723	0.1722830216
724	0.1720236651
725	0.1717958174
726	0.1714630483
727	0.1712686442
728	0.1709835345
729	0.1707247389
730	0.1705157782
731	0.1702369331
732	0.1700769856
733	0.1698981757
734	0.1695110616
735	0.1692580741
736	0.1690977499
737	0.1688798628
738	0.1686235443
739	0.1684273012
740	0.1681122217
741	0.1680314752
742	0.1677816963
743	0.1675276265
744	0.1674440958
745	0.1672877123
746	0.1670539817
747	0.1668980502
748	0.1666460644
749	0.1664254308
750	0.1662942576
751	0.1660968661
752	0.1657690345
753	0.1656376401
754	0.1653434225
755	0.1651549883
756	0.1648685422
757	0.164579026
758	0.1644953364
759	0.1642287646
760	0.1640712072
761	0.1638633293
762	0.1636803581
763	0.1634964378
764	0.1632515217
765	0.1629801294
766	0.1627379863
767	0.162491993
768	0.1624085933
769	0.1620846854
770	0.1618485694
771	0.1616114285
772	0.1614096799
773	0.1611967696
774	0.160928484
775	0.1608655475
776	0.1606715761
777	0.1604819681
778	0.1603192372
779	0.1601915305
780	0.1598877526
781	0.1597821983
782	0.1596384982
783	0.1594134703
784	0.1591384733
785	0.158997823
786	0.1587853213
787	0.1585313796
788	0.1583280371
789	0.1582284081
790	0.1580502398
791	0.1578665326
792	0.1576565864
793	0.1575199771
794	0.157336464
795	0.1571277336
796	0.1569239804
797	0.1567849879
798	0.1567386356
799	0.1564730214
800	0.1562513594
801	0.1560407896
802	0.1558270388
803	0.1555742652
804	0.1553117865
805	0.1550945789
806	0.1548607061
807	0.1546052284
808	0.1544182015
809	0.1542193445
810	0.1540405357
811	0.1538024328
812	0.1536082164
813	0.1533719284
814	0.1533194863
815	0.1530810544
816	0.1528447927
817	0.1526678484
818	0.1524707874
819	0.1522712539
820	0.1520956247
821	0.1518456358
822	0.1517167803
823	0.1516137216
824	0.1514148413
825	0.1512683385
826	0.151063961
827	0.1509833621
828	0.1508547081
829	0.1507554755
830	0.1505927236
831	0.1504820797
832	0.1503107699
833	0.150091345
834	0.1498879475
835	0.1496597236
836	0.1495505939
837	0.1493638395
838	0.14913789
839	0.14903851
840	0.1489542252
841	0.1487657432
842	0.1486821307
843	0.1485882023
844	0.1484234383
845	0.1482033266
846	0.1480336881
847	0.1478551344
848	0.1476700841
849	0.1474866138
850	0.1473655113
851	0.147250032
852	0.1470722768
853	0.1468440492
854	0.1467143952
855	0.1464245358
856	0.1463884423
857	0.1463184789
858	0.1460973081
859	0.1459910713
860	0.145755234
861	0.1454981789
862	0.1454181524
863	0.1452931417
864	0.1451119881
865	0.1449348907
866	0.144900583
867	0.144760873
868	0.1445998265
869	0.1444823545
870	0.144264866
871	0.1440690317
872	0.1439936942
873	0.1438470641
874	0.1437020891
875	0.1435989032
876	0.1434725029
877	0.1432808625
878	0.1431006394
879	0.1429114615
880	0.1427643806
881	0.1425515952
882	0.142466889
883	0.1422853877
884	0.1421291457
885	0.1419458296
886	0.1417970399
887	0.1415502327
888	0.1413660708
889	0.1412069419
890	0.1410032543
891	0.1408706808
892	0.1407166171
893	0.1405332643
894	0.1403315283
895	0.1401909097
896	0.140027096
897	0.1398424894
898	0.1396979525
899	0.1395914693
900	0.1395131824
901	0.1394370815
902	0.1392802847
903	0.1390539426
904	0.1388732113
905	0.1387189831
906	0.1385648672
907	0.1384297421
908	0.1382131625
909	0.1380271684
910	0.137804223
911	0.1376689019
912	0.1375506291
913	0.1374008592
914	0.1373149632
915	0.1371118964
916	0.1370258821
917	0.1367849281
918	0.1366975837
919	0.1366010235
920	0.1364703227
921	0.1362862182
922	0.1361847792
923	0.1359969552
924	0.1357946581
925	0.1357001889
926	0.1356464438
927	0.1355032215
928	0.1352979112
929	0.1351106829
930	0.1350336791
931	0.1349431858
932	0.1348139654
933	0.1346603739
934	0.1345604433
935	0.1343548795
936	0.1341412813
937	0.1341040378
938	0.1340196875
939	0.1338854423
940	0.1337033479
941	0.133545178
942	0.1333993675
943	0.1332278543
944	0.1330570918
945	0.1329089462
946	0.1327231379
947	0.1326418751
948	0.132540846
949	0.1324291292
950	0.13223384
951	0.1320939956
952	0.1320424892
953	0.1318739091
954	0.1317203173
955	0.1315934549
956	0.1313562201
957	0.1311800885
958	0.1310101923
959	0.1308103527
960	0.1306916981
961	0.1305683901
962	0.1304155274
963	0.130303511
964	0.1301846394
965	0.1301279268
966	0.1299671712
967	0.1298177086
968	0.1295954474
969	0.1294746575
970	0.1293208633
971	0.1292380329
972	0.1291203137
973	0.1289916303
974	0.128941506
975	0.1288663577
976	0.1287867614
977	0.1285977214
978	0.1283954947
979	0.1282895386
980	0.1281429117
981	0.1279612446
982	0.1277427537
983	0.1275829236
984	0.1274614098
985	0.1272741632
986	0.1272085182
987	0.1271238154
988	0.1269918074
989	0.1268499335
990	0.1267764155
991	0.1266593672
992	0.1265710068
993	0.126419773
994	0.1262475957
995	0.1260529992
996	0.1258573021
997	0.1256963375
998	0.1255693252
999	0.125429608
